source,date,title,url,primary_use_case,primary_use_case_confidence,ai_use_cases,sentiment,ai_mention_count,ai_mentions,title_ai_mention_count,title_ai_mentions,word_count,summary,AI
Glide,,No Mentions Identified,https://manual-entry/glide/6a67bdbfdf,other,High,other,Positive,1,AI,0,,500,Glide uses AI for nan. No mentions in public domain,Yes
Zen,2024-05-01,Introducing Beni: Advanced AI Integration for Zen Internet Customer Support | CBM Digital,https://manual-entry/zen/74b7ea06c4,customer_support_experience,High,customer_support_experience,Positive,1,AI,1,AI,500,Zen uses AI for Customer Service. nan,Yes
Utility Warehouse,,Utility Warehouse Case Study  |  Google Cloud Documentation,https://manual-entry/utility-warehouse/e96a61b97b,other,High,other,Positive,1,AI,0,,500,Utility Warehouse uses AI for AI / ML. nan,Yes
Utility Warehouse,,Utility Warehouse streamlines success,https://manual-entry/utility-warehouse/ffc069da71,customer_support_experience,High,customer_support_experience,Positive,1,AI,0,,500,Utility Warehouse uses AI for Customer Service. nan,Yes
Cuckoo,,No Mentions Identified,https://manual-entry/cuckoo/6a67bdbfdf,other,High,other,Positive,1,AI,0,,500,Cuckoo uses AI for nan. No mentions in public domain,Yes
YouFibre / Brsk,2025-08-01,Post | LinkedIn,https://manual-entry/youfibre-/-brsk/f55f65dbdd,internal_productivity_workforce,High,internal_productivity_workforce,Positive,1,AI,0,,500,YouFibre / Brsk uses AI for Internal Productivity. nan,Yes
YouFibre / Brsk,2024-06-01,Brsk launches WhatsApp chat support | thinkbroadband,https://manual-entry/youfibre-/-brsk/d289e96e0b,customer_support_experience,High,customer_support_experience,Positive,1,AI,0,,500,YouFibre / Brsk uses AI for Customer Service. nan,Yes
Openreach,2019-02-01,Openreach AI Chatbots and Data Analytics Aid Network Management - ISPreview UK,https://manual-entry/openreach/fc117c80e5,customer_support_experience,High,customer_support_experience,Positive,1,AI,1,AI,500,Openreach uses AI for Customer Service. nan,Yes
Openreach,2022-01-01,Openreach turns to video AI to cut install snags | Operations | TelcoTitans.com,https://manual-entry/openreach/e724628e3e,network_optimization_performance,High,network_optimization_performance,Positive,1,AI,1,AI,500,Openreach uses AI for Network Operations. nan,Yes
Openreach,2025-10-01,Post | LinkedIn,https://manual-entry/openreach/f55f65dbdd,internal_productivity_workforce,High,internal_productivity_workforce,Positive,1,AI,0,,500,Openreach uses AI for Internal Productivity. nan,Yes
Openreach,2023-12-01,Openreach-Annual-Review-2023 online.pdf,https://manual-entry/openreach/792263733f,customer_support_experience,High,customer_support_experience,Positive,1,AI,0,,500,Openreach uses AI for Customer Service. nan,Yes
CityFibre,2023-04-01,Personalising the journey to full fibre | CityFibre,https://manual-entry/cityfibre/42d70280f3,customer_support_experience,High,customer_support_experience,Positive,1,AI,0,,500,CityFibre uses AI for Customer Service. nan,Yes
CityFibre,,CityFibre and IQGeo customer story | IQGeo,https://manual-entry/cityfibre/b81d988f9f,network_optimization_performance,High,network_optimization_performance,Positive,1,AI,0,,500,CityFibre uses AI for Network Operations. nan,Yes
CityFibre,2023-08-01,Cityfibre prioritizes automation for “friction free” customer journeys,https://manual-entry/cityfibre/75b2ef9920,other,High,other,Positive,1,AI,0,,500,CityFibre uses AI for Customer Service / Internal Productivity. nan,Yes
CityFibre,2022-10-01,Using AI to power a new era of customer service quality | CityFibre,https://manual-entry/cityfibre/6910fef7a8,customer_support_experience,High,customer_support_experience,Positive,1,AI,1,AI,500,CityFibre uses AI for Customer Service. nan,Yes
CityFibre,2024-11-01,Post | LinkedIn,https://manual-entry/cityfibre/f55f65dbdd,other,High,other,Positive,1,AI,0,,500,CityFibre uses AI for nan. Created a snowflake data cloud to enable AI,Yes
Netomnia,2025-11-01,Netomnia,https://manual-entry/netomnia/4069928925,customer_support_experience,High,customer_support_experience,Positive,1,AI,0,,500,Netomnia uses AI for Customer Service. Created internal platform which unifies all data - Odin,Yes
nexfibre,,No Mentions Identified,https://manual-entry/nexfibre/6a67bdbfdf,other,High,other,Positive,1,AI,0,,500,nexfibre uses AI for nan. No mentions in public domain - should caveat that they are owned by VMO2 so in practice would have initatives,Yes
Hyperoptic,2025-10-01,Post | LinkedIn,https://manual-entry/hyperoptic/f55f65dbdd,customer_support_experience,High,customer_support_experience,Positive,1,AI,0,,500,Hyperoptic uses AI for Customer Service / Hyperpersonalisation. nan,Yes
Community Fibre,2023-09-01,Community Fibre partners with Amazon Web Services (AWS),https://manual-entry/community-fibre/7d8b29d475,customer_support_experience,High,customer_support_experience,Positive,1,AI,0,,500,Community Fibre uses AI for Customer Service / Hyperpersonalisation. nan,Yes
Community Fibre,2021-08-01,CommunityFibre Adopt AI-Driven Analytics to Improve Home WiFi - ISPreview UK,https://manual-entry/community-fibre/02d28eabe7,customer_support_experience,High,customer_support_experience,Positive,1,AI,1,AI,500,Community Fibre uses AI for Customer Service. nan,Yes
Community Fibre,,How Community Fibre 12x’d Their Customer Base While Keeping Customer Support Contacts Flat with Yext | Yext,https://manual-entry/community-fibre/de6ec653e7,other,High,other,Positive,1,AI,0,,500,Community Fibre uses AI for AI SEO. nan,Yes
FullFibre,2025-02-01,FullFibre partners with Gigabit IQ,https://manual-entry/fullfibre/2d5216792a,network_optimization_performance,High,network_optimization_performance,Positive,1,AI,0,,500,FullFibre uses AI for Network Operations. nan,Yes
Gigaclear,2025-09-01,Rural UK ISP Gigaclear Adopts AI to Improve Customer Broadband Installs - ISPreview UK,https://manual-entry/gigaclear/cdeadfe6bc,network_optimization_performance,High,network_optimization_performance,Positive,1,AI,1,AI,500,Gigaclear uses AI for Network Operations. nan,Yes
Gigaclear,2023-03-01,Gigaclear adopts the Aiimi Insight Engine - Aiimi,https://manual-entry/gigaclear/92c84b2396,internal_productivity_workforce,High,internal_productivity_workforce,Positive,1,AI,1,AI,500,Gigaclear uses AI for Compliance. nan,Yes
Gigaclear,,Gigaclear | WorkRamp,https://manual-entry/gigaclear/faa3050642,internal_productivity_workforce,High,internal_productivity_workforce,Positive,1,AI,0,,500,Gigaclear uses AI for Internal Productivity. nan,Yes
Gigaclear,2023-11-01,Gigaclear enhances telephony services with Oculeus' RVM,https://manual-entry/gigaclear/d7f72acfb6,security_fraud_threat,High,security_fraud_threat,Positive,1,AI,0,,500,Gigaclear uses AI for Fraud Detection. nan,Yes
APFN,,No Mentions Identified,https://manual-entry/apfn/6a67bdbfdf,other,High,other,Positive,1,AI,0,,500,APFN uses AI for nan. No mentions in public domain,Yes
ITS,,No Mentions Identified,https://manual-entry/its/6a67bdbfdf,other,High,other,Positive,1,AI,0,,500,ITS uses AI for nan. No mentions in public domain,Yes
