url,title,company,use_case,roi_category,roi_type,has_percentage_claim,max_percentage,percentages,has_amount_claim,max_amount,amounts,credibility_score,source,date,sentiment,ai_mention_count
https://www.ispreview.co.uk/index.php/2024/11/virgin-media-o2-uk-creates-ai-granny-to-waste-scammers-time.html,Virgin Media O2 UK Creates AI Granny to Waste Scammers Time UPDATE,Virgin Media O2,security_fraud_threat,"Security, Fraud & Threat Detection",revenue_growth,False,,,False,,,80,ISPreview UK,2024-11-14,positive,2.0
https://technologymagazine.com/articles/colt-cio-priorities-ai-inference-naas-and-quantum-security,"Colt CIO Priorities: AI Inference, NaaS and Quantum Security",Colt,customer_support_experience,Customer Support & Experience,revenue_growth,False,,,False,,,65,Technology Magazine,2025-11-26,positive,4.0
https://www.colt.net/resources/colt-research-reveals-growth-opportunities-for-partners-with-ai-and-on-demand/,Colt research reveals growth opportunities for partners with AI and On Demand,Colt,internal_productivity_workforce,Internal Productivity & Workforce,revenue_growth,False,,,False,,,65,Colt Technology Services,2025-04-03,positive,4.0
https://www.securityinformed.com/news/colt-digital-infrastructure-report-ai-esg-co-1646903999-ga-co-1561029515-ga.1684834824.html,Colt Technology: AI Focus Boosts Digital Infrastructure,Colt,internal_productivity_workforce,Internal Productivity & Workforce,revenue_growth,False,,,False,,,65,SecurityInformed.com,2025-05-23,positive,4.0
https://neosnetworks.com/insights/enabling-the-uks-ai-ambitions,Enabling the UK’s AI ambitions: why fibre is the foundation,Neos Networks,internal_productivity_workforce,Internal Productivity & Workforce,revenue_growth,False,,,False,,,70,Neos Networks,2025-04,positive,5.0
https://www.lightreading.com/ai-machine-learning/lack-of-fiber-may-hamper-uk-s-ai-ambitions-says-neos,"Lack of fiber may hamper UK’s AI ambitions, says Neos",,internal_productivity_workforce,Internal Productivity & Workforce,revenue_growth,False,,,False,,,55,Light Reading,2025-10,cautious,4.0
https://www.datacenterdynamics.com/en/news/lack-of-fiber-availability-delaying-uk-data-center-projects-report/,Lack of fiber availability delaying UK data center projects – report,,internal_productivity_workforce,Internal Productivity & Workforce,revenue_growth,False,,,False,,,50,DataCenterDynamics,2025-10,cautious,3.0
https://fibreprovider.net/news/fibre-investment-is-key-to-future-ai-growth-says-neos-study,"Fibre investment is key to future AI growth, says Neos study",,internal_productivity_workforce,Internal Productivity & Workforce,revenue_growth,False,,,False,,,65,FibreProvider,2025-09,positive,3.0
https://datacentrereview.com/2025/09/an-ageing-fibre-backbone-could-put-the-uks-ai-future-at-risk/,An ageing fibre backbone could put the UK’s AI future at risk,,internal_productivity_workforce,Internal Productivity & Workforce,strategic_value,False,,,False,,,55,DataCentreReview,2025-09,cautious,4.0
https://freshwavegroup.com/freshwave-plants-portable-5g-in-agritech-innovation-at-the-national-robotarium/,Freshwave plants portable 5G in agritech innovation at the National Robotarium,Freshwave,customer_support_experience,Customer Support & Experience,time_savings,False,,,False,,,65,Freshwave,2025-01-20,positive,4.0
https://www.mobileworldlive.com/europe/freshwave-tests-private-5g-agritech-credentials/,Freshwave tests private 5G agritech credentials,Freshwave,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,Mobile World Live,2025-01-20,positive,3.0
https://agritechfuture.com/robotics-automation/freshwave-and-national-robotarium-launch-5g-powered-agritech-robot/,Freshwave and National Robotarium launch 5G-powered agritech robot,Freshwave,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,60,AgritechFuture,2025-01,positive,3.0
https://www.sciencedirect.com/science/article/pii/S0952197625022821,Anomaly detection in offshore open radio access network using long short-term memory models on a nov,EE,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,70,Engineering Applications of Artificial Intelligence,2025,positive,5.0
https://fiberinsider.com/tech-news-roundup-boldyn-databank-exa-and-macquarie-telecom/,"Tech News Roundup: Boldyn, DataBank, EXA, and Macquarie Telecom",,internal_productivity_workforce,Internal Productivity & Workforce,cost_reduction,False,,,False,,,60,FiberInsider,2025-02,positive,3.0
https://www.thenetworkmediagroup.com/blog/the-convergence-of-ai-genai-and-open-ran-driving-automation-orchestration-and-monetization-in-next-gen-networks-llfw3,"The convergence of AI, GenAI, and Open RAN: Driving automation, orchestration, and monetization in n",,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,The Network Media Group,2025-03,positive,5.0
https://www.wirelessinfrastructure.com/insights/blog-top-3-mobile-connectivity-trends-for-2025-what-businesses-need-to-know/,Blog: Top 3 mobile connectivity trends for 2025: What businesses need to know,"WIG,EE",internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,60,Wireless Infrastructure Group,2025-02-05,positive,3.0
https://www.zayo.com/newsroom/zayo-and-equinix-set-the-standard-with-the-ai-infrastructure-blueprint/,Zayo and Equinix Set the Standard with the AI Infrastructure Blueprint,Zayo,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,70,Zayo & Equinix,2025-09-25,positive,6.0
https://www.datacenterfrontier.com/network/article/55274499/zayos-fiber-bet-scaling-long-haul-and-metro-networks-for-ai-data-centers,Zayo’s Fiber Bet: Scaling Long-Haul and Metro Networks for AI Data Centers,Zayo,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,70,Data Center Frontier,2025-04,positive,6.0
https://inform.tmforum.org/features-and-opinion/ai-monetization-starts-with-good-data-governance,AI monetization starts with good data governance,,internal_productivity_workforce,Internal Productivity & Workforce,cost_reduction,False,,,False,,,60,TM Forum / Inform,2025-03,positive,4.0
https://thetechcapital.com/european-fibrecos-deploy-new-routes-to-avoid-bottlenecks-boost-diversity-in-time-for-ai-network-demand/,"European fibrecos deploy new routes to avoid bottlenecks, boost diversity in time for AI network dem",,network_planning_deployment,Network Planning & Deployment,revenue_growth,False,,,False,,,60,The Tech Capital,2025-11,positive,3.0
https://networkingplus.co.uk/news-details?itemid=8167,Cornerstone adopts Vyntelligence’s AI technology to accelerate tower deployment,Vyntelligence,internal_productivity_workforce,Internal Productivity & Workforce,cost_reduction,False,,,False,,,65,NetworkingPlus,2025-10-06,positive,4.0
https://newsroom.bt.com,BT Group leans on AI to transform customer service experience,BT,customer_support_experience,Customer Support & Experience,time_savings,False,,,False,,,70,BT,2024-12-12,positive,5.0
https://tecknexus.com,BT Group’s Generative AI Strategy: A New Era in Telecommunications,BT,internal_productivity_workforce,Internal Productivity & Workforce,cost_reduction,False,,,False,,,70,TeckNexus,2025-04-05,positive,6.0
https://www.servicenow.com,BT partners with ServiceNow to turn bold AI thinking into business transformation,"ServiceNow,BT",internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,70,ServiceNow,2025-11-25,positive,5.0
https://www.reuters.com,"BT boss Kirkby expects AI to deepen job cuts, FT reports","BT,EE",internal_productivity_workforce,Internal Productivity & Workforce,cost_reduction,False,,,False,,,50,Reuters,2025-06-15,cautious,3.0
https://blog.langchain.dev,Vodafone transforms data operations with AI using LangChain and LangGraph,Vodafone,predictive_maintenance_analytics,Predictive Maintenance & Analytics,time_savings,False,,,False,,,70,LangChain,2025-03-23,positive,5.0
https://www.vodafone.com/news/technology/vodafone-business-and-service-now-collaborate-to-enhance-the-customer-experience-with-ai-powered-service-automation,Vodafone Business and ServiceNow collaborate to enhance the customer experience with AI-powered serv,"Vodafone,ServiceNow",customer_support_experience,Customer Support & Experience,time_savings,False,,,False,,,70,Vodafone,2025-04-24,positive,6.0
https://azure.microsoft.com,Vodafone turns to generative AI to elevate customer experience,"Microsoft,Vodafone",internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,70,Microsoft / Azure,2025-02-05,positive,5.0
https://news.virginmediao2.co.uk/virgin-media-o2-launches-new-ai-tools-to-supercharge-customer-services-and-better-help-most-vulnerable-customers/,Virgin Media O2 launches new AI tools to supercharge customer services and better help most vulnerab,Virgin Media O2,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,70,Virgin Media O2,2025-07-28,positive,7.0
https://www.iqgeo.com/customer-stories/cityfibre,CityFibre – Pioneering AI in fiber optic applications in the UK,"IQGeo,EE",internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,70,IQGeo,2025,positive,5.0
https://vyntelligence.com/blog/gigaclear-becomes-first-retail-fibre-provider-to-harness-vyntelligence-ai-technology-transforming-rural-broadband-installations,"Gigaclear becomes first retail fibre provider to harness Vyntelligence AI technology, transforming r",Vyntelligence,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,70,Vyntelligence,2025-09-17,positive,5.0
https://www.dataiq.global/award-winner/best-data-and-ai-team-europe-openreach/,Best Data and AI Team (Europe) – Openreach,,internal_productivity_workforce,Internal Productivity & Workforce,cost_reduction,False,,,False,,,70,DataIQ,2025-11,positive,5.0
https://www.telecoms.com/fibre/openreach-taps-up-nokia-for-intent-based-networking-upgrade,Openreach taps up Nokia for intent-based networking upgrade,,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,Telecoms.com,2025-01,positive,4.0
https://www.thetimes.co.uk,"Sky to cut 2,000 call centre jobs as it focuses on AI and online",Sky,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,55,The Times,2025-04,cautious,3.0
https://www.nice.com/press-releases/talktalk-joins-forces-with-nice-to-deploy-cxone-mpower-in-mission-to-revolutionize-customer-experience,TalkTalk Joins Forces With NICE To Deploy CXone Mpower In Mission To Revolutionize Customer Experien,TalkTalk,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,70,NICE,2025-07-01,positive,6.0
https://www.domo.com/domopalooza/resources/fireside-chat-with-community-fibre,"How Community Fibre Scaled Success with Domo, AI, and Data-Driven Insights",,customer_support_experience,Customer Support & Experience,revenue_growth,False,,,False,,,60,Domo,2025-02,positive,3.0
https://manual-entry/bt/05db6bd7e8,BT Group leans on AI to transform customer service experience,BT,customer_support_experience,Customer Support & Experience,customer_impact,False,,,False,,,65,BT,2024-12-01,positive,1.0
https://manual-entry/bt/f5371b70f0,Case study: BT rolls out Amazon’s generative AI developer tool to more coders | Computer Weekly,"BT,EE",internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,BT,2024-06-01,positive,1.0
https://www.fierce-network.com/modernization/bt-vodafone-execs-talk-about-training-their-employees-ai,BT - AI in Internal Productivity,BT,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,BT,2025-06-01,positive,1.0
https://manual-entry/bt/00f42bd3b3,Comms Business - BT implements AI-enhanced training platform,BT,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,BT,2024-05-01,positive,1.0
https://manual-entry/bt/8defde3296,BT Group employs ServiceNow AI to enhance staff operations - Techerati,"BT,ServiceNow",internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,BT,2024-06-01,positive,1.0
https://manual-entry/bt/532db271ba,BT partners with Nokia to deliver superior customer experience and improve operational efficiency | ,BT,network_optimization_performance,Network Optimization & Performance,time_savings,False,,,False,,,65,BT,,positive,1.0
https://manual-entry/vmo2/b15bc425fb,Virgin Media O2 rolls out AI training as part of enhanced learning and development programme to equi,"Virgin Media O2,EE",internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,VMO2,2025-02-01,positive,1.0
https://manual-entry/vmo2/125acbd2d2,O2 Business launches new AI technology to improve customer experiences in stores - Virgin Media O2,Virgin Media O2,customer_support_experience,Customer Support & Experience,customer_impact,False,,,False,,,65,VMO2,2021-07-01,positive,1.0
https://manual-entry/vmo2/b5b82a93b2,Virgin Media O2 works with EkkoSense to unlock data centre cooling energy savings worth over £1 mill,Virgin Media O2,network_optimization_performance,Network Optimization & Performance,cost_reduction,False,,,True,1000000.0,"1,000,000 GBP",85,VMO2,2024-09-01,positive,1.0
https://manual-entry/vodafone/ecf706b7f8,How Vodafone plans to create AI-powered tech-comms powerhouse with Microsoft - Microsoft UK Stories,"Vodafone,Microsoft",internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,Vodafone,2024-09-01,positive,1.0
https://manual-entry/vodafone/fd2b79a56b,Vodafone eyes service growth from internal AI and IT innovation,Vodafone,internal_productivity_workforce,Internal Productivity & Workforce,revenue_growth,False,,,False,,,65,Vodafone,2025-04-01,positive,1.0
https://manual-entry/vodafone/7e0fb0de83,How Vodafone is leveraging AI for competitive advantage,Vodafone,internal_productivity_workforce,Internal Productivity & Workforce,strategic_value,False,,,False,,,65,Vodafone,2024-04-01,positive,1.0
https://manual-entry/vodafone/905c502a35,Vodafone calls upon Gen AI to expand use of IT tools - Capgemini,Vodafone,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,Vodafone,,positive,1.0
https://manual-entry/sky/7f016353bf,Sky flexes its AI muscles,Sky,customer_support_experience,Customer Support & Experience,revenue_growth,False,,,False,,,65,Sky,2018-11-01,positive,1.0
https://manual-entry/talktalk/87246bf232,TalkTalk partners with Kraken to revolutionise customer experience for millions of UK broadband cust,TalkTalk,customer_support_experience,Customer Support & Experience,customer_impact,False,,,False,,,65,TalkTalk,2025-04-01,positive,1.0
https://manual-entry/talktalk/79ba6f4206,"MD Tech Leader Talks with Phil Haslam, CTO at TalkTalk - The roundup | Manchester Digital",TalkTalk,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,TalkTalk,,positive,1.0
https://manual-entry/youfibre-/-brsk/f55f65dbdd,Post | LinkedIn,,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,YouFibre / Brsk,2025-08-01,positive,1.0
https://manual-entry/openreach/f55f65dbdd,Post | LinkedIn,,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,Openreach,2025-10-01,positive,1.0
https://manual-entry/cityfibre/75b2ef9920,Cityfibre prioritizes automation for “friction free” customer journeys,EE,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,CityFibre,2023-08-01,positive,1.0
https://manual-entry/gigaclear/faa3050642,Gigaclear | WorkRamp,,internal_productivity_workforce,Internal Productivity & Workforce,time_savings,False,,,False,,,65,Gigaclear,,positive,1.0
